2021-10-18 16:13:23 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 23264 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:13:38 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:13:39 INFO  LoggingAspect:430 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- SUCCESSFUL
2021-10-18 16:13:39 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:13:39 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:15:47 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 19888 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:15:47 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:15:47 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:15:51 INFO  AllTests:61 - Started AllTests in 4.486 seconds (JVM running for 5.392)
2021-10-18 16:15:51 INFO  LoggingAspect:325 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- FAILED
2021-10-18 16:15:51 INFO  LoggingAspect:325 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- FAILED
2021-10-18 16:15:51 INFO  LoggingAspect:290 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:384 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:301 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:347 - List com.revature.services.PatientService.getMyEntries(int) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:347 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:395 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:406 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:406 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:427 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:15:52 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:16:41 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 3268 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:16:41 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:16:41 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:16:45 INFO  AllTests:61 - Started AllTests in 4.064 seconds (JVM running for 4.966)
2021-10-18 16:16:45 INFO  LoggingAspect:325 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:325 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:290 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:384 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:301 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:347 - List com.revature.services.PatientService.getMyEntries(int) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:347 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:395 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:406 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:406 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:427 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:16:45 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:17:04 INFO  MentalHealthAppApplication:55 - Starting MentalHealthAppApplication using Java 15 on DESKTOP-Patrick with PID 15168 (C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp\bin\main started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:17:04 DEBUG MentalHealthAppApplication:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:17:04 INFO  MentalHealthAppApplication:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:17:07 INFO  MentalHealthAppApplication:61 - Started MentalHealthAppApplication in 3.105 seconds (JVM running for 3.69)
2021-10-18 16:18:17 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 15596 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:18:18 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:18:18 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:18:21 INFO  AllTests:61 - Started AllTests in 4.137 seconds (JVM running for 5.032)
2021-10-18 16:18:22 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:290 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- FAILED
2021-10-18 16:18:22 INFO  LoggingAspect:387 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:301 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- FAILED
2021-10-18 16:18:22 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getMyEntries(int) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:18:22 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:524 - boolean com.revature.services.ServiceLibrary.doesPatientHaveProfessional(Professional,int) ----- PATIENT WITH ID: 1 HAS AN ASSIGNED PROFESSIONAL
2021-10-18 16:18:22 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:18:22 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:430 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- SUCCESSFUL
2021-10-18 16:18:22 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:18:22 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:20:11 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 22772 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:20:11 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:20:11 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:20:15 INFO  AllTests:61 - Started AllTests in 4.125 seconds (JVM running for 5.022)
2021-10-18 16:20:15 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:290 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- FAILED
2021-10-18 16:20:15 INFO  LoggingAspect:387 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:301 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- FAILED
2021-10-18 16:20:15 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getMyEntries(int) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:20:15 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:524 - boolean com.revature.services.ServiceLibrary.doesPatientHaveProfessional(Professional,int) ----- PATIENT WITH ID: 1 HAS AN ASSIGNED PROFESSIONAL
2021-10-18 16:20:15 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:20:15 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:430 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- SUCCESSFUL
2021-10-18 16:20:15 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:20:15 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:21:27 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 15768 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:21:27 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:21:27 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:21:31 INFO  AllTests:61 - Started AllTests in 4.153 seconds (JVM running for 5.043)
2021-10-18 16:21:32 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:290 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- FAILED
2021-10-18 16:21:32 INFO  LoggingAspect:387 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:301 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- FAILED
2021-10-18 16:21:32 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getMyEntries(int) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:21:32 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:524 - boolean com.revature.services.ServiceLibrary.doesPatientHaveProfessional(Professional,int) ----- PATIENT WITH ID: 1 HAS AN ASSIGNED PROFESSIONAL
2021-10-18 16:21:32 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:21:32 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:430 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- SUCCESSFUL
2021-10-18 16:21:32 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:21:32 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:22:06 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 19288 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:22:06 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:22:06 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:22:10 INFO  AllTests:61 - Started AllTests in 4.118 seconds (JVM running for 5.005)
2021-10-18 16:22:10 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:22:10 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:22:10 INFO  LoggingAspect:290 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- FAILED
2021-10-18 16:22:10 INFO  LoggingAspect:387 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- SUCCESSFUL
2021-10-18 16:22:10 INFO  LoggingAspect:301 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- FAILED
2021-10-18 16:22:10 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:22:10 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:22:10 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:22:10 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:22:10 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getMyEntries(int) ----- SUCCESSFUL
2021-10-18 16:22:10 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:22:10 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:22:10 INFO  LoggingAspect:524 - boolean com.revature.services.ServiceLibrary.doesPatientHaveProfessional(Professional,int) ----- PATIENT WITH ID: 1 HAS AN ASSIGNED PROFESSIONAL
2021-10-18 16:22:10 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:22:10 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:22:10 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:22:10 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- SUCCESSFUL
2021-10-18 16:22:10 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:22:10 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:22:10 INFO  LoggingAspect:430 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- SUCCESSFUL
2021-10-18 16:22:11 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:22:11 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:23:35 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 2364 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:23:35 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:23:35 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:23:39 INFO  AllTests:61 - Started AllTests in 3.995 seconds (JVM running for 4.894)
2021-10-18 16:23:39 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:290 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- FAILED
2021-10-18 16:23:39 INFO  LoggingAspect:387 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:301 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- FAILED
2021-10-18 16:23:39 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getMyEntries(int) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:23:39 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:524 - boolean com.revature.services.ServiceLibrary.doesPatientHaveProfessional(Professional,int) ----- PATIENT WITH ID: 1 HAS AN ASSIGNED PROFESSIONAL
2021-10-18 16:23:39 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:23:39 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:430 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- SUCCESSFUL
2021-10-18 16:23:39 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:23:39 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:29:35 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 18876 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:29:35 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:29:35 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
